 Óbitos infantis - Brasil
Óbitos p/Residênc por Município e Causas evitáveis - 0 a 4 anos
Período:1997
"Município";"1.1. Reduzível pelas ações de imunização";"1.2.1 Reduzíveis atenção à mulher na gestação";"1.2.2 Reduz por adequada atenção à mulher no parto";"1.2.3 Reduzíveis adequada atenção ao recém-nascido";"1.3. Reduz ações diagnóstico e tratamento adequado";"1.4. Reduz. ações promoção à saúde vinc. Aç. At";"2. Causas mal definidas";"3. Demais causas (não claramente evitáveis)";"Total"
"316930 TRES CORACOES";-;10;1;12;7;-;1;3;34
"316935 TRES MARIAS";-;-;2;3;-;-;1;1;7
"316940 TRES PONTAS";-;8;3;3;2;2;5;3;26
"316950 TUMIRITINGA";-;1;-;-;-;-;2;-;3
"316960 TUPACIGUARA";-;1;-;1;-;-;-;1;3
"316970 TURMALINA";-;2;2;-;-;-;3;1;8
"316980 TURVOLANDIA";-;1;-;-;-;-;-;-;1
"316990 UBA";-;9;5;13;6;3;3;3;42
"317000 UBAI";-;-;-;-;1;-;-;-;1
"317005 UBAPORANGA";-;-;1;1;-;-;2;-;4
"317010 UBERABA";-;15;13;36;4;7;-;12;87
"317020 UBERLANDIA";-;20;13;24;15;2;10;25;109
"317030 UMBURATIBA";-;-;-;-;-;-;-;-;-
"317040 UNAI";-;4;5;3;2;2;3;5;24
"317043 UNIAO DE MINAS";-;-;-;-;-;-;-;-;-
"317047 URUANA DE MINAS";-;-;-;-;-;-;-;1;1
"317050 URUCANIA";-;-;3;1;-;-;-;1;5
"317052 URUCUIA";-;-;-;-;-;-;-;-;-
"317057 VARGEM ALEGRE";-;-;-;1;-;-;-;-;1
"317060 VARGEM BONITA";-;-;-;-;-;-;-;-;-
"317065 VARGEM GRANDE DO RIO PARDO";-;-;-;-;-;-;-;-;-
"317070 VARGINHA";-;6;1;11;1;2;1;5;27
"317075 VARJAO DE MINAS";-;-;-;-;-;-;1;-;1
"317080 VARZEA DA PALMA";-;2;1;3;3;1;4;5;19
"317090 VARZELANDIA";-;2;-;-;1;-;-;1;4
"317100 VAZANTE";-;1;-;1;1;1;-;2;6
"317103 VERDELANDIA";-;-;-;-;-;-;-;-;-
"317107 VEREDINHA";-;-;-;-;-;-;-;-;-
"317110 VERISSIMO";-;-;-;1;-;-;-;-;1
"317115 VERMELHO NOVO";-;-;-;-;1;-;2;-;3
"317120 VESPASIANO";-;10;3;14;9;10;2;7;55
"317130 VICOSA";-;3;-;-;-;-;1;5;9
"317140 VIEIRAS";-;-;-;-;-;-;-;-;-
"317150 MATHIAS LOBATO";-;-;-;-;-;-;-;-;-
"317160 VIRGEM DA LAPA";-;-;-;-;1;-;-;1;2
"317170 VIRGINIA";-;1;-;1;-;1;-;2;5
"317180 VIRGINOPOLIS";-;-;2;-;-;-;2;2;6
"317190 VIRGOLANDIA";-;-;-;1;1;-;-;-;2
"317200 VISCONDE DO RIO BRANCO";-;6;2;1;1;1;2;6;19
"317210 VOLTA GRANDE";-;2;1;-;1;-;-;-;4
"317220 WENCESLAU BRAZ";-;-;-;-;-;1;-;-;1
" MUNICIPIO IGNORADO - ES";-;32;16;44;2;5;6;19;124
"320010 AFONSO CLAUDIO";-;3;-;5;2;1;1;4;16
"320013 AGUIA BRANCA";-;-;-;-;-;-;-;-;-
"320016 AGUA DOCE DO NORTE";-;-;-;-;-;-;-;-;-
"320020 ALEGRE";-;4;2;6;3;1;4;2;22
"320030 ALFREDO CHAVES";-;-;-;-;-;-;-;1;1
"320035 ALTO RIO NOVO";-;2;-;-;-;-;2;-;4
"320040 ANCHIETA";-;1;-;1;-;-;-;2;4
"320050 APIACA";-;-;-;2;-;-;-;1;3
"320060 ARACRUZ";-;3;3;3;1;4;4;5;23
"320070 ATILIO VIVACQUA";-;2;1;-;-;-;-;-;3
"320080 BAIXO GUANDU";-;1;-;1;2;1;3;2;10
"320090 BARRA DE SAO FRANCISCO";-;3;3;4;2;4;3;4;23
"320100 BOA ESPERANCA";-;-;-;2;-;-;1;1;4
"320110 BOM JESUS DO NORTE";-;-;-;3;-;-;-;2;5
"320115 BREJETUBA";-;-;-;-;1;-;1;-;2
"320120 CACHOEIRO DE ITAPEMIRIM";-;14;8;11;3;4;-;11;51
"320130 CARIACICA";-;29;10;26;12;10;16;36;139
"320140 CASTELO";-;3;-;-;-;-;1;1;5
"320150 COLATINA";-;2;3;13;5;4;8;8;43
"320160 CONCEICAO DA BARRA";-;4;-;2;-;2;7;2;17
"320170 CONCEICAO DO CASTELO";-;2;-;-;-;-;-;-;2
"320180 DIVINO DE SAO LOURENCO";-;2;-;-;-;-;-;-;2
"320190 DOMINGOS MARTINS";-;-;-;1;-;-;-;2;3
"320200 DORES DO RIO PRETO";-;-;-;-;1;-;1;1;3
"320210 ECOPORANGA";-;1;-;4;1;4;1;2;13
"320220 FUNDAO";-;1;1;1;-;-;-;1;4
"320225 GOVERNADOR LINDENBERG";-;-;-;-;-;-;-;-;-
"320230 GUACUI";-;4;3;-;6;1;2;-;16
"320240 GUARAPARI";-;7;3;4;1;3;3;5;26
"320245 IBATIBA";-;1;-;1;-;-;2;1;5
"320250 IBIRACU";-;-;-;-;-;-;-;-;-
"320255 IBITIRAMA";-;1;1;-;-;-;-;-;2
"320260 ICONHA";-;-;-;-;-;-;-;2;2
"320265 IRUPI";-;-;-;-;-;-;2;-;2
"320270 ITAGUACU";-;1;3;-;-;-;-;-;4
"320280 ITAPEMIRIM";-;1;3;4;-;-;3;1;12
"320290 ITARANA";-;1;-;-;1;-;2;-;4
"320300 IUNA";-;-;-;5;4;2;2;-;13
"320305 JAGUARE";-;-;1;-;-;3;1;2;7
"320310 JERONIMO MONTEIRO";-;1;-;1;1;1;-;1;5
"320313 JOAO NEIVA";-;-;1;-;-;-;1;-;2
"320316 LARANJA DA TERRA";-;-;1;-;-;-;-;-;1
"320320 LINHARES";-;6;3;8;2;3;6;7;35
"320330 MANTENOPOLIS";-;4;-;1;-;2;-;1;8
"320332 MARATAIZES";-;2;-;3;1;-;-;-;6
"320334 MARECHAL FLORIANO";-;1;-;-;-;1;1;-;3
"320335 MARILANDIA";-;-;-;2;-;-;-;-;2
"320340 MIMOSO DO SUL";-;-;-;1;1;-;1;3;6
"320350 MONTANHA";-;3;1;2;-;-;-;-;6
"320360 MUCURICI";-;2;-;-;-;-;-;-;2
"320370 MUNIZ FREIRE";-;3;1;-;2;2;1;1;10
"320380 MUQUI";-;3;-;1;-;-;1;1;6
"320390 NOVA VENECIA";-;6;2;1;5;3;2;4;23
"320400 PANCAS";-;-;1;4;2;1;5;-;13
"320405 PEDRO CANARIO";-;-;-;1;2;1;11;-;15
"320410 PINHEIROS";-;-;2;2;1;2;4;-;11
"320420 PIUMA";-;1;-;2;-;-;-;-;3
"320425 PONTO BELO";-;-;-;-;-;-;-;-;-
"320430 PRESIDENTE KENNEDY";-;-;-;-;1;-;1;2;4
"320435 RIO BANANAL";-;1;1;2;-;-;1;1;6
"320440 RIO NOVO DO SUL";-;-;-;1;-;-;-;-;1
"320450 SANTA LEOPOLDINA";-;-;1;-;-;-;1;-;2
"320455 SANTA MARIA DE JETIBA";-;4;-;-;-;1;1;1;7
"320460 SANTA TERESA";-;-;1;-;1;-;1;3;6
"320465 SAO DOMINGOS DO NORTE";-;-;-;1;-;1;-;-;2
"320470 SAO GABRIEL DA PALHA";-;-;-;-;-;1;1;-;2
"320480 SAO JOSE DO CALCADO";-;1;1;1;2;-;-;2;7
"320490 SAO MATEUS";-;2;2;5;2;2;8;2;23
"320495 SAO ROQUE DO CANAA";-;-;-;-;-;-;-;-;-
"320500 SERRA";-;28;14;22;11;12;7;34;128
"320501 SOORETAMA";-;-;1;2;-;1;1;1;6
"320503 VARGEM ALTA";-;1;-;2;-;1;1;1;6
"320506 VENDA NOVA DO IMIGRANTE";-;-;1;3;-;-;-;1;5
"320510 VIANA";-;2;1;5;2;3;2;5;20
"320515 VILA PAVAO";-;2;-;1;1;-;-;-;4
"320517 VILA VALERIO";-;1;-;-;-;2;1;-;4
"320520 VILA VELHA";-;17;7;19;3;9;7;18;80
"320530 VITORIA";-;23;8;9;5;6;1;18;70
" MUNICIPIO IGNORADO - RJ";1;52;30;72;9;9;2;27;202
"330010 ANGRA DOS REIS";2;17;7;12;8;3;2;17;68
"330015 APERIBE";-;-;-;1;-;-;-;1;2
"330020 ARARUAMA";-;2;7;7;4;6;-;5;31
"330022 AREAL";-;-;-;2;2;-;-;-;4
"330023 ARMACAO DOS BUZIOS";-;-;-;2;1;3;-;2;8
"330025 ARRAIAL DO CABO";-;3;1;1;1;-;-;2;8
"330030 BARRA DO PIRAI";-;5;8;13;7;6;-;16;55
"330040 BARRA MANSA";-;21;8;16;8;3;-;15;71
"330045 BELFORD ROXO";-;43;19;92;38;18;2;40;252
"330050 BOM JARDIM";-;1;-;1;1;-;1;7;11
"330060 BOM JESUS DO ITABAPOANA";-;-;2;6;1;1;-;1;11
"330070 CABO FRIO";-;11;11;22;7;10;1;16;78
"330080 CACHOEIRAS DE MACACU";-;5;1;7;2;1;1;5;22
"330090 CAMBUCI";-;-;-;1;-;1;-;1;3
"330093 CARAPEBUS";-;-;1;2;-;-;-;-;3
"330095 COMENDADOR LEVY GASPARIAN";-;1;-;-;-;-;-;-;1
"330100 CAMPOS DOS GOYTACAZES";2;35;33;106;36;21;14;63;310
"330110 CANTAGALO";-;2;1;6;-;1;-;2;12
"330115 CARDOSO MOREIRA";-;3;-;1;1;1;-;1;7
"330120 CARMO";-;3;-;2;-;-;-;2;7
"330130 CASIMIRO DE ABREU";-;3;-;3;1;2;-;-;9
"330140 CONCEICAO DE MACABU";-;1;1;8;1;2;-;2;15
"330150 CORDEIRO";-;3;2;4;1;1;-;1;12
"330160 DUAS BARRAS";-;1;-;1;-;-;-;2;4
"330170 DUQUE DE CAXIAS";4;59;44;129;57;33;11;91;428
"330180 ENGENHEIRO PAULO DE FRONTIN";-;1;-;2;2;-;-;-;5
"330185 GUAPIMIRIM";-;5;2;4;2;3;-;5;21
"330187 IGUABA GRANDE";-;-;-;-;-;-;2;-;2
"330190 ITABORAI";1;16;11;28;13;7;2;24;102
"330200 ITAGUAI";-;11;5;15;7;1;2;13;54
"330205 ITALVA";-;1;2;3;1;-;-;-;7
"330210 ITAOCARA";-;1;2;2;2;1;-;2;10
"330220 ITAPERUNA";-;9;1;9;2;4;1;4;30
"330225 ITATIAIA";-;4;1;1;3;1;-;3;13
"330227 JAPERI";-;7;6;26;10;2;1;8;60
"330230 LAJE DO MURIAE";-;-;-;-;1;1;-;-;2
"330240 MACAE";-;6;4;13;8;5;2;7;45
"330245 MACUCO";-;-;-;1;-;1;-;-;2
"330250 MAGE";-;30;13;36;10;11;1;30;131
"330260 MANGARATIBA";-;3;-;4;2;1;-;2;12
"330270 MARICA";-;3;1;5;3;1;2;7;22
"330280 MENDES";-;4;-;1;2;2;-;-;9
"330285 MESQUITA";-;-;-;-;-;-;-;-;-
"330290 MIGUEL PEREIRA";-;5;-;1;-;2;2;2;12
"330300 MIRACEMA";-;2;1;5;1;-;1;2;12
"330310 NATIVIDADE";-;-;1;-;1;1;-;-;3
"330320 NILOPOLIS";-;18;6;18;16;5;1;13;77
"330330 NITEROI";2;19;11;44;19;6;3;32;136
"330340 NOVA FRIBURGO";-;10;13;18;7;4;2;16;70
"330350 NOVA IGUACU";-;87;43;194;108;29;8;71;540
"330360 PARACAMBI";-;2;1;8;4;3;-;6;24
"330370 PARAIBA DO SUL";-;2;2;5;2;3;1;6;21
"330380 PARATY";-;6;5;-;2;-;1;1;15
"330385 PATY DO ALFERES";-;2;1;2;2;3;1;1;12
"330390 PETROPOLIS";2;29;16;17;11;18;3;24;120
"330395 PINHEIRAL";-;3;-;2;1;1;-;4;11
"330400 PIRAI";-;1;-;4;-;1;-;1;7
"330410 PORCIUNCULA";-;1;1;2;1;1;-;3;9
"330411 PORTO REAL";-;-;1;-;2;-;-;-;3
"330412 QUATIS";-;-;-;-;-;-;-;-;-
"330414 QUEIMADOS";-;23;5;25;23;6;1;24;107
"330415 QUISSAMA";-;1;-;1;-;-;-;1;3
"330420 RESENDE";-;8;9;23;2;1;-;10;53
"330430 RIO BONITO";-;2;2;7;1;2;1;11;26
"330440 RIO CLARO";-;2;1;1;1;-;-;2;7
"330450 RIO DAS FLORES";-;2;1;2;2;1;-;-;8
"330452 RIO DAS OSTRAS";-;1;1;8;-;1;-;1;12
"330455 RIO DE JANEIRO";10;441;169;568;260;94;36;474;2052
"330460 SANTA MARIA MADALENA";-;-;-;1;-;2;-;2;5
"330470 SANTO ANTONIO DE PADUA";-;3;1;8;-;2;-;1;15
"330475 SAO FRANCISCO DE ITABAPOANA";1;-;3;4;2;-;1;2;13
"330480 SAO FIDELIS";-;-;-;2;4;3;-;2;11
"330490 SAO GONCALO";1;59;37;104;33;8;9;71;322
"330500 SAO JOAO DA BARRA";-;-;1;3;1;-;1;1;7
"330510 SAO JOAO DE MERITI";-;32;15;58;36;14;1;63;219
"330513 SAO JOSE DE UBA";-;1;-;-;-;-;-;-;1
"330515 SAO JOSE DO VALE DO RIO PRETO";-;1;-;1;-;1;-;4;7
"330520 SAO PEDRO DA ALDEIA";-;4;1;2;3;2;1;3;16
"330530 SAO SEBASTIAO DO ALTO";-;1;-;1;-;1;2;-;5
"330540 SAPUCAIA";-;-;1;4;1;-;-;1;7
"330550 SAQUAREMA";-;2;4;6;5;3;1;2;23
"330555 SEROPEDICA";-;-;-;5;-;1;1;9;16
"330560 SILVA JARDIM";-;-;1;2;1;-;1;4;9
"330570 SUMIDOURO";-;1;-;-;-;1;-;1;3
"330575 TANGUA";-;5;2;5;1;1;-;2;16
"330580 TERESOPOLIS";-;9;20;20;7;4;2;21;83
"330590 TRAJANO DE MORAES";-;-;-;2;-;1;-;2;5
"330600 TRES RIOS";-;3;3;14;6;1;3;8;38
"330610 VALENCA";1;11;2;8;3;5;-;7;37
"330615 VARRE-SAI";-;-;2;1;-;-;-;3;6
"330620 VASSOURAS";-;1;1;3;6;-;-;5;16
"330630 VOLTA REDONDA";-;24;8;20;3;4;1;26;86
" MUNICIPIO IGNORADO - SP";-;-;-;-;-;-;-;-;-
"350010 ADAMANTINA";-;2;1;2;-;-;-;3;8
"350020 ADOLFO";-;-;1;1;-;-;-;1;3
"350030 AGUAI";-;6;1;2;1;1;-;3;14
"350040 AGUAS DA PRATA";-;-;-;2;-;1;-;-;3
"350050 AGUAS DE LINDOIA";-;4;-;1;1;-;-;2;8
"350055 AGUAS DE SANTA BARBARA";-;-;-;-;-;-;-;1;1
"350060 AGUAS DE SAO PEDRO";-;-;-;-;-;-;-;-;-
"350070 AGUDOS";-;-;1;5;2;1;-;3;12
"350075 ALAMBARI";-;-;-;1;1;-;-;-;2
"350080 ALFREDO MARCONDES";-;-;-;1;-;-;-;-;1
"350090 ALTAIR";-;-;-;1;-;-;-;-;1
"350100 ALTINOPOLIS";-;1;1;2;1;-;-;1;6
"350110 ALTO ALEGRE";-;-;-;-;-;-;-;-;-
"350115 ALUMINIO";-;1;1;1;1;-;-;1;5
"350120 ALVARES FLORENCE";-;-;-;1;-;-;-;-;1
"350130 ALVARES MACHADO";-;2;1;-;-;-;-;1;4
"350140 ALVARO DE CARVALHO";-;-;-;1;1;-;-;-;2
"350150 ALVINLANDIA";-;-;-;-;-;-;-;-;-
"350160 AMERICANA";-;5;5;14;5;2;-;18;49
"350170 AMERICO BRASILIENSE";-;2;1;3;1;1;-;1;9
"350180 AMERICO DE CAMPOS";-;-;-;-;-;-;-;1;1
"350190 AMPARO";-;4;5;7;2;1;-;15;34
"350200 ANALANDIA";-;-;-;-;-;-;1;-;1
"350210 ANDRADINA";-;3;2;2;1;1;-;6;15
"350220 ANGATUBA";-;1;4;2;2;-;-;2;11
"350230 ANHEMBI";-;-;-;-;-;-;-;1;1
"350240 ANHUMAS";-;-;-;-;-;-;-;1;1
"350250 APARECIDA";-;4;2;4;2;1;2;2;17
"350260 APARECIDA D'OESTE";-;-;-;-;-;-;-;-;-
"350270 APIAI";1;3;2;4;5;4;2;3;24
"350275 ARACARIGUAMA";-;1;-;4;-;-;-;1;6
"350280 ARACATUBA";-;6;4;12;5;2;-;10;39
"350290 ARACOIABA DA SERRA";-;2;-;-;1;-;-;5;8
"350300 ARAMINA";-;-;-;-;-;-;-;-;-
"350310 ARANDU";-;-;1;1;-;-;-;-;2
"350315 ARAPEI";-;-;-;-;-;-;-;-;-
"350320 ARARAQUARA";-;12;2;7;2;5;-;10;38
"350330 ARARAS";-;8;14;5;1;3;1;9;41
"350335 ARCO-IRIS";-;-;-;1;-;-;-;-;1
"350340 AREALVA";-;-;1;1;-;-;-;-;2
"350350 AREIAS";-;-;-;-;-;-;-;-;-
"350360 AREIOPOLIS";-;2;1;-;-;-;-;-;3
"350370 ARIRANHA";-;-;-;-;-;-;-;-;-
"350380 ARTUR NOGUEIRA";-;4;1;2;2;1;1;3;14
"350390 ARUJA";-;11;2;14;9;2;-;4;42
"350395 ASPASIA";-;-;-;-;-;-;-;-;-
"350400 ASSIS";-;2;-;6;3;1;2;5;19
"350410 ATIBAIA";-;9;5;9;7;3;1;10;44
"350420 AURIFLAMA";-;2;-;-;2;-;-;1;5
"350430 AVAI";-;-;-;-;1;1;-;1;3
"350440 AVANHANDAVA";-;1;-;3;-;-;-;-;4
"350450 AVARE";-;5;5;8;1;12;-;8;39
"350460 BADY BASSITT";-;-;-;1;-;1;-;2;4
"350470 BALBINOS";-;1;-;-;-;-;-;-;1
"350480 BALSAMO";-;-;-;-;-;-;-;-;-
"350490 BANANAL";-;-;1;1;-;-;-;-;2
"350500 BARAO DE ANTONINA";-;-;-;-;-;-;1;1;2
"350510 BARBOSA";-;1;1;1;-;-;-;-;3
"350520 BARIRI";1;3;-;-;1;1;1;1;8
"350530 BARRA BONITA";-;2;1;-;2;1;-;3;9
"350535 BARRA DO CHAPEU";-;-;1;-;1;-;-;-;2
"350540 BARRA DO TURVO";-;-;1;-;2;-;-;1;4
"350550 BARRETOS";-;18;-;24;7;1;1;12;63
"350560 BARRINHA";-;2;-;3;-;2;-;3;10
"350570 BARUERI";-;19;15;22;14;7;5;17;99
"350580 BASTOS";-;1;-;3;1;-;-;-;5
"350590 BATATAIS";-;6;1;3;-;1;-;4;15
"350600 BAURU";-;28;1;22;9;10;-;22;92
"350610 BEBEDOURO";-;8;3;3;2;1;-;11;28
"350620 BENTO DE ABREU";-;-;-;-;-;-;-;-;-
"350630 BERNARDINO DE CAMPOS";-;4;-;2;-;1;1;-;8
"350635 BERTIOGA";-;4;4;5;8;1;-;4;26
"350640 BILAC";-;-;-;-;-;-;-;-;-
"350650 BIRIGUI";-;7;5;4;3;2;1;6;28
"350660 BIRITIBA-MIRIM";-;1;1;3;2;2;-;5;14
"350670 BOA ESPERANCA DO SUL";-;1;1;2;-;1;-;2;7
"350680 BOCAINA";-;-;-;-;-;1;-;1;2
"350690 BOFETE";-;1;-;-;-;-;-;1;2
"350700 BOITUVA";-;7;4;1;-;-;-;5;17
"350710 BOM JESUS DOS PERDOES";-;-;2;-;3;1;-;3;9
"350715 BOM SUCESSO DE ITARARE";-;-;-;-;-;-;-;1;1
"350720 BORA";-;-;-;-;-;-;-;-;-
"350730 BORACEIA";-;-;-;-;-;-;-;-;-
"350740 BORBOREMA";-;-;-;1;1;1;-;-;3
"350745 BOREBI";-;-;-;-;-;-;-;-;-
"350750 BOTUCATU";-;10;2;6;1;3;-;9;31
"350760 BRAGANCA PAULISTA";-;11;9;22;7;3;1;10;63
"350770 BRAUNA";-;-;-;-;-;-;-;-;-
"350775 BREJO ALEGRE";-;-;-;1;-;-;1;-;2
"350780 BRODOWSKI";-;1;-;1;1;-;-;2;5
"350790 BROTAS";-;-;-;1;1;1;1;1;5
"350800 BURI";-;1;-;4;1;1;1;1;9
"350810 BURITAMA";-;1;-;-;-;1;1;4;7
"350820 BURITIZAL";-;-;-;-;-;-;-;1;1
"350830 CABRALIA PAULISTA";-;-;-;1;-;-;-;2;3
"350840 CABREUVA";-;5;4;3;4;2;-;3;21
"350850 CACAPAVA";-;2;2;11;4;2;1;8;30
"350860 CACHOEIRA PAULISTA";-;-;-;2;-;-;-;1;3
"350870 CACONDE";-;1;1;2;1;1;-;1;7
"350880 CAFELANDIA";-;1;-;2;-;-;1;2;6
"350890 CAIABU";-;-;-;-;-;-;-;-;-
"350900 CAIEIRAS";-;5;3;7;4;2;-;5;26
"350910 CAIUA";-;-;-;1;-;-;-;-;1
"350920 CAJAMAR";-;5;2;8;3;1;-;4;23
"350925 CAJATI";-;5;3;7;-;-;2;2;19
"350930 CAJOBI";-;-;3;-;1;-;1;-;5
"350940 CAJURU";-;2;-;-;1;1;-;3;7
"350945 CAMPINA DO MONTE ALEGRE";-;-;1;1;1;-;-;1;4
"350950 CAMPINAS";-;52;21;61;25;24;4;81;268
"350960 CAMPO LIMPO PAULISTA";-;8;2;11;-;1;-;4;26
"350970 CAMPOS DO JORDAO";-;11;5;5;2;1;9;7;40
"350980 CAMPOS NOVOS PAULISTA";-;-;-;-;-;-;-;1;1
"350990 CANANEIA";-;1;2;2;2;-;1;2;10
"350995 CANAS";-;-;-;-;-;-;-;-;-
"351000 CANDIDO MOTA";-;1;1;4;-;-;-;1;7
"351010 CANDIDO RODRIGUES";-;-;-;-;-;-;-;1;1
"351015 CANITAR";-;-;-;1;-;-;-;1;2
"351020 CAPAO BONITO";1;9;8;8;7;2;7;6;48
"351030 CAPELA DO ALTO";-;1;-;-;1;1;-;3;6
"351040 CAPIVARI";-;9;2;3;2;-;1;3;20
"351050 CARAGUATATUBA";-;8;4;12;4;3;-;14;45
"351060 CARAPICUIBA";-;30;23;43;17;16;2;37;168
"351070 CARDOSO";-;-;-;1;-;-;-;1;2
"351080 CASA BRANCA";-;9;-;5;1;-;-;1;16
"351090 CASSIA DOS COQUEIROS";-;-;-;-;-;-;-;-;-
"351100 CASTILHO";-;2;1;1;1;1;-;2;8
"351110 CATANDUVA";-;15;2;9;1;3;1;3;34
"351120 CATIGUA";-;-;-;2;-;-;-;-;2
"351130 CEDRAL";-;-;-;-;-;-;-;-;-
"351140 CERQUEIRA CESAR";-;6;2;-;-;-;-;-;8
"351150 CERQUILHO";-;2;-;3;2;-;-;2;9
"351160 CESARIO LANGE";1;1;-;1;-;2;-;-;5
"351170 CHARQUEADA";-;2;-;2;-;-;-;-;4
"351190 CLEMENTINA";-;-;-;-;-;-;-;2;2
"351200 COLINA";-;1;1;2;-;-;-;1;5
"351210 COLOMBIA";-;1;-;3;-;-;1;-;5
"351220 CONCHAL";-;3;1;3;3;-;-;3;13
"351230 CONCHAS";-;2;2;-;1;1;-;2;8
"351240 CORDEIROPOLIS";-;-;-;1;-;-;-;-;1
"351250 COROADOS";-;-;-;-;-;-;-;1;1
"351260 CORONEL MACEDO";-;-;-;-;-;1;1;-;2
"351270 CORUMBATAI";-;1;-;-;-;1;-;-;2
"351280 COSMOPOLIS";-;5;-;4;2;2;-;3;16
"351290 COSMORAMA";-;-;1;2;-;-;-;-;3
"351300 COTIA";1;22;6;22;5;9;1;14;80
"351310 CRAVINHOS";-;2;-;-;-;-;-;2;4
"351320 CRISTAIS PAULISTA";-;1;-;-;-;-;-;3;4
"351330 CRUZALIA";-;-;-;-;-;-;-;-;-
"351340 CRUZEIRO";-;9;3;5;4;1;2;10;34
"351350 CUBATAO";-;8;12;17;-;3;2;8;50
"351360 CUNHA";-;2;1;4;1;1;-;1;10
"351370 DESCALVADO";-;1;-;-;-;1;1;1;4
"351380 DIADEMA";3;38;21;46;20;14;2;46;190
"351385 DIRCE REIS";-;-;-;1;-;-;-;-;1
"351390 DIVINOLANDIA";-;-;-;1;-;-;-;-;1
"351400 DOBRADA";-;-;-;-;1;-;1;-;2
"351410 DOIS CORREGOS";-;1;-;3;1;-;-;3;8
"351420 DOLCINOPOLIS";-;1;-;-;-;-;-;-;1
"351430 DOURADO";-;-;-;-;1;-;-;-;1
"351440 DRACENA";-;6;3;2;-;2;-;2;15
"351450 DUARTINA";-;-;-;-;2;-;1;1;4
"351460 DUMONT";-;-;-;1;-;-;-;-;1
"351470 ECHAPORA";-;2;1;-;-;-;-;2;5
"351480 ELDORADO";-;2;1;4;3;1;3;4;18
"351490 ELIAS FAUSTO";-;2;2;2;2;1;-;2;11
"351492 ELISIARIO";-;-;-;-;-;-;-;-;-
"351495 EMBAUBA";-;-;-;-;-;-;1;-;1
"351500 EMBU DAS ARTES";1;22;15;17;13;13;2;23;106
"351510 EMBU-GUACU";1;9;2;5;3;3;-;5;28
"351512 EMILIANOPOLIS";-;-;-;1;-;-;-;-;1
"351515 ENGENHEIRO COELHO";-;2;-;3;-;-;-;-;5
"351518 ESPIRITO SANTO DO PINHAL";-;1;2;6;-;1;-;8;18
"351519 ESPIRITO SANTO DO TURVO";-;-;-;-;1;-;-;-;1
"351520 ESTRELA D'OESTE";-;2;-;-;1;1;-;-;4
"351530 ESTRELA DO NORTE";-;1;-;-;-;-;-;-;1
"351535 EUCLIDES DA CUNHA PAULISTA";-;-;1;2;-;-;-;-;3
"351540 FARTURA";-;-;-;2;1;2;-;1;6
"351550 FERNANDOPOLIS";-;2;2;2;-;-;1;4;11
"351560 FERNANDO PRESTES";-;-;-;-;-;-;-;1;1
"351565 FERNAO";-;-;-;1;-;-;-;-;1
"351570 FERRAZ DE VASCONCELOS";-;15;7;21;16;5;1;18;83
"351580 FLORA RICA";-;-;1;-;-;-;-;1;2
"351590 FLOREAL";-;-;-;-;-;-;-;-;-
"351600 FLORIDA PAULISTA";-;1;-;1;-;-;-;1;3
"351610 FLORINIA";-;-;1;-;-;1;-;1;3
"351620 FRANCA";1;27;8;15;12;3;7;30;103
"351630 FRANCISCO MORATO";-;16;11;21;20;12;3;19;102
"351640 FRANCO DA ROCHA";-;21;5;7;11;7;-;12;63
"351650 GABRIEL MONTEIRO";-;-;-;-;-;-;-;-;-
"351660 GALIA";-;4;1;2;-;1;-;-;8
"351670 GARCA";-;2;3;1;2;1;1;1;11
"351680 GASTAO VIDIGAL";-;-;-;-;-;-;-;-;-
"351685 GAVIAO PEIXOTO";-;-;-;1;1;-;-;-;2
"351690 GENERAL SALGADO";-;-;-;-;-;-;-;-;-
"351700 GETULINA";-;1;-;1;1;-;-;1;4
"351710 GLICERIO";-;-;-;1;-;-;-;1;2
"351720 GUAICARA";-;-;-;-;-;1;1;1;3
"351730 GUAIMBE";-;-;-;1;-;-;-;-;1
"351740 GUAIRA";-;2;-;1;1;2;-;4;10
"351750 GUAPIACU";-;1;-;1;-;-;1;3;6
"351760 GUAPIARA";-;4;2;4;2;2;-;4;18
"351770 GUARA";-;-;-;-;-;-;-;1;1
"351780 GUARACAI";-;-;-;-;-;-;-;-;-
"351790 GUARACI";-;1;-;-;-;2;-;-;3
"351800 GUARANI D'OESTE";-;-;-;-;-;-;-;-;-
"351810 GUARANTA";-;-;1;-;-;-;-;1;2
"351820 GUARARAPES";-;2;-;1;-;-;-;1;4
"351830 GUARAREMA";-;2;-;2;2;-;-;3;9
"351840 GUARATINGUETA";-;20;4;11;5;4;2;19;65
"351850 GUAREI";-;2;1;2;-;-;-;-;5
"351860 GUARIBA";-;1;1;4;3;2;-;3;14
"351870 GUARUJA";1;32;15;48;23;7;2;24;152
"351880 GUARULHOS";1;111;56;189;93;61;7;103;621
"351885 GUATAPARA";-;-;-;-;1;-;-;-;1
"351890 GUZOLANDIA";-;-;-;-;-;2;-;-;2
"351900 HERCULANDIA";-;-;-;-;-;-;-;1;1
"351905 HOLAMBRA";-;-;-;2;1;1;-;1;5
"351907 HORTOLANDIA";-;9;5;14;5;5;-;10;48
"351910 IACANGA";-;1;-;1;1;-;-;1;4
"351920 IACRI";-;1;-;-;1;-;-;-;2
